"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"PACC1",0.330199924412694,7.84157176341708,5.09818643304443,2.19154379865107e-06,0.000203004545423645,4.67404821632145,"No"
"NPM2",-0.241544353375501,8.15498023777311,-5.09698306458877,2.20211678564611e-06,0.000203035167636571,4.66952552825312,"No"
"VTI1B",0.233224949125102,8.91268147584432,5.09410755990804,2.22758383132431e-06,0.000204432380964546,4.65872050496851,"No"
"PALMD",0.478354237322019,8.25516158000872,5.08992876167873,2.26510763349655e-06,0.000206112885808821,4.64302362183724,"No"
"RANBP17",-0.275394502824508,7.6502511738694,-5.08923432256683,2.27140299578867e-06,0.000206112885808821,4.64041571118641,"No"
"ORAI2",0.361080214385227,9.08247850858526,5.08860879054256,2.27708833133894e-06,0.000206112885808821,4.63806672735377,"No"
"MFGE8",-0.335610568833832,9.40759556079493,-5.08498662683709,2.31028402890992e-06,0.000208167092295824,4.6244676890319,"No"
"HRK",0.216597473774758,9.69520130395024,5.08374032827192,2.32181490106841e-06,0.000208259442460991,4.61978970691134,"No"
"HYCC1",0.470795382892983,7.9510467393513,5.0787293618342,2.36874741503694e-06,0.000211512072109357,4.60098682093357,"No"
"FOXO3B",-0.220835548653286,11.5461564798126,-5.07307423800345,2.42282743390255e-06,0.000215370888889014,4.57977796645856,"No"
"GABRD",-0.403407227942591,9.09925422265082,-5.07185916800794,2.43460372085653e-06,0.000215451560529192,4.57522253745449,"No"
"CAMK2G",-0.260148058583269,11.3890472456957,-5.06849923059166,2.46745980446044e-06,0.000217388692016974,4.56262861396263,"No"
"C2orf88",0.238828953383254,7.5740334968962,5.06126852392268,2.53964411152814e-06,0.000222758253198329,4.5355402349106,"No"
"EZH1",-0.172598338942338,9.88317442652641,-5.0551757334156,2.60206752421081e-06,0.000225540636612301,4.5127299139256,"No"
"SLC29A1",-0.213346792157667,9.22944302345511,-5.05490205291829,2.60490641889592e-06,0.000225540636612301,4.51170562733479,"No"
"INSYN2A",0.2780261329794,7.20383365268457,5.05484496690693,2.60549895496226e-06,0.000225540636612301,4.51149197866912,"No"
"MAPK15",0.172620905346537,7.82589106257339,5.04806008960525,2.67687023634734e-06,0.000230711298674406,4.486107726019,"No"
"TRPC4",0.409999582336899,7.22152103638262,5.04679209260151,2.69041879374364e-06,0.00023087520237394,4.48136567693654,"No"
"MAPK8IP1",0.257543454796327,10.4093565132546,5.0428425418731,2.73305061599642e-06,0.000233192698662781,4.46659901974458,"No"
"FZD6",-0.273187058434341,7.41681427425637,-5.04211711619536,2.74095236787711e-06,0.000233192698662781,4.46388741878605,"No"
"TTL",0.190665437214536,9.35806624192588,5.03966344856628,2.76784492108313e-06,0.000234474315686457,4.45471720648568,"No"
"SDC3",0.168547752568369,9.95146206878337,5.02613580923181,2.92080320112356e-06,0.000246379071727116,4.40420028490508,"No"
"STAMBPL1",-0.30283172154043,9.48664441228408,-5.02199993938063,2.96919458244027e-06,0.000249399763592006,4.38876925679578,"No"
"DPYD",0.263649261743035,9.20272947104206,5.01101200112906,3.10159415952676e-06,0.000259421523309278,4.34780440002053,"No"
"SH3BP4",0.24192895404402,7.85196634991712,5.00606400319094,3.16308203082295e-06,0.00026251393220282,4.32937238145433,"No"
"SNORD115-10",-0.622061303593148,5.98200688532166,-5.00590701919304,3.16505220180971e-06,0.00026251393220282,4.3287877451706,"No"
"H2BC14",-0.452279566273188,7.85789042147457,-5.00046805407995,3.2340570180413e-06,0.000267119634452636,4.30853785975528,"No"
"FCHO2",-0.214061776763415,8.98445937259638,-4.99825632561333,3.26253578732772e-06,0.000268353721627375,4.30030656357226,"No"
"SLCO2A1",-0.313998771332552,7.68104520514511,-4.98976097314663,3.37421871822289e-06,0.00027639313079063,4.26870711755778,"No"
"COCH",0.415813962672176,8.1235256626741,4.9884995026627,3.39111764448169e-06,0.000276634259533171,4.26401728318934,"No"
"TARS2",-0.140396209550087,8.20330458478767,-4.98635036013797,3.42009853731107e-06,0.000277446778273241,4.25602870663979,"No"
"CEP63",-0.160457408979678,7.75476240440079,-4.98485737821845,3.44037340397051e-06,0.000277446778273241,4.25048018527649,"No"
"GNG10",0.27999809097293,10.8815087413201,4.9845551772163,3.44449158680865e-06,0.000277446778273241,4.24935718869997,"No"
"GLB1L3",-0.305190796219409,7.34016155731024,-4.98333332652612,3.46119123667281e-06,0.000277446778273241,4.24481707696791,"No"
"RILPL1",0.217757218883282,8.51296800785792,4.98167037817525,3.48404665869456e-06,0.000277446778273241,4.2386388689487,"No"
"H2BC6",-0.223046837295704,6.11167475718989,-4.98079008896466,3.4962048595858e-06,0.000277446778273241,4.23536883602323,"No"
"EIF5A2",-0.305959306437241,7.93305847566048,-4.97986957642591,3.50896291551588e-06,0.000277446778273241,4.23194970252036,"No"
"MYB",0.411058233018808,6.01871892665115,4.97957555536079,3.51304753804084e-06,0.000277446778273241,4.23085766504657,"No"
"STAC2",-0.461712933583273,8.90573346785563,-4.97696600443513,3.54950417463901e-06,0.000279213576404243,4.22116686406496,"No"
"RFX8",-0.280767660523473,5.80862537428026,-4.97591330743828,3.5643151663685e-06,0.00027927043297598,4.21725832017397,"No"
"HAS2",0.259788283980473,6.27163137601058,4.9747601771322,3.58060845974553e-06,0.000279442525580849,4.21297736783158,"No"
"H1-4",-0.489453350630098,11.9512411989693,-4.97093118070699,3.63523401472118e-06,0.000282085658640466,4.19876603450716,"No"
"NCKIPSD",-0.254778431108315,8.88788366448368,-4.97039580208227,3.64293641789635e-06,0.000282085658640466,4.19677942476262,"No"
"OPRM1",-0.31072955015333,6.99626666326265,-4.96763708395254,3.68287888733985e-06,0.000284068903438668,4.18654450218815,"No"
"SYNCRIP",0.212490724586702,9.2599252671023,4.9636430957006,3.74146487679965e-06,0.000287469218034106,4.17173189455876,"No"
"PLEKHM2",-0.279016443344824,10.8755953395977,-4.96070796499716,3.78509790818927e-06,0.000289698825614038,4.16085022714672,"No"
"ASB2",-0.3138508479666,6.81888236080912,-4.95708795386382,3.83959667914587e-06,0.000292739711425802,4.14743403160919,"No"
"GMFB",0.222056799057361,10.3009287303408,4.95505712442234,3.87050511250962e-06,0.00029347353776341,4.13990975589099,"No"
"RHOBTB1",-0.208254164235217,7.91538215168473,-4.9545127805875,3.87883099904219e-06,0.00029347353776341,4.13789321948715,"No"
"CYP2C19",0.243732666647087,5.37722339701121,4.9485180102622,3.9716867757006e-06,0.000299356452299289,4.11569303532097,"No"
"TMEM63C",-0.301798469770139,9.04668429769542,-4.94613818714923,4.00914744960825e-06,0.000301035340506001,4.10688380560262,"No"
"SNORD116-29",-0.325048806490145,9.26630788477306,-4.94273982481812,4.06323928317862e-06,0.000303945631360188,4.09430813760495,"No"
"ANK1",-0.295444203343903,7.95647146166076,-4.93514506501578,4.18671235514294e-06,0.000312004507578942,4.06621993262185,"No"
"CBFB",0.345585494665157,8.54694672149356,4.9335536998812,4.21304436584176e-06,0.000312453563974999,4.06033733396245,"No"
"CXADR",0.280225248227323,9.59697278694412,4.93287868335491,4.22426248021489e-06,0.000312453563974999,4.05784238448633,"No"
"ZBTB16",-0.252313229977602,10.1089410783357,-4.92399183565396,4.3746987468569e-06,0.000322259045782399,4.02501205935646,"No"
"NR3C1",-0.204235836481354,8.9100739171007,-4.92314273944985,4.38934280185884e-06,0.000322259045782399,4.02187689708509,"No"
"CABP1",-0.508663186523215,9.01075026708609,-4.91823606224473,4.47490784284581e-06,0.000327328775530378,4.00376526061682,"No"
"MAMDC2",-0.249101613123195,7.15346535063177,-4.91643422926276,4.50673579750323e-06,0.000328444940124656,3.99711666968584,"No"
"SCN1A",-0.537252577835252,9.40532670663838,-4.91222824134158,4.58189306490583e-06,0.00033269914368362,3.98160194981245,"No"
"SNORD115-38",-0.391657906338374,7.88216357732902,-4.91031770960849,4.61643506360893e-06,0.00033398391337927,3.97455683131398,"No"
"MYBPC1",-0.339659055938339,7.76853293729303,-4.90145456526939,4.78002951312348e-06,0.00034371450078438,3.94189267956846,"No"
"SFXN4",-0.134592213895578,8.28304588429822,-4.90115732534699,4.78561278396251e-06,0.00034371450078438,3.94079777237123,"No"
"RALGPS2",0.276066629804798,7.36689506041128,4.89898488184434,4.82661291581606e-06,0.000345407753899717,3.93279646361132,"No"
"ZMAT4",-0.452715574933915,9.2247687664126,-4.89781319273744,4.84886799414892e-06,0.000345752195136741,3.92848180097464,"No"
"SLC30A7",-0.16408248898882,9.25440355738656,-4.89687905853606,4.86668262079371e-06,0.000345778672372737,3.92504230727188,"No"
"RAB40B",0.172537104839289,9.09349859933881,4.89344475362858,4.93272770732089e-06,0.00034921950479365,3.91240012841801,"No"
"PLPPR2",0.231162358547406,10.0783386098541,4.89247016532852,4.95162868191027e-06,0.000349310090254474,3.90881337875162,"No"
"H2AC8",-0.242431086482315,6.54852541322584,-4.89107402115916,4.97882833844983e-06,0.000349983383521599,3.90367584612215,"No"
"KAT7",-0.144014906299295,9.87163855579698,-4.88971689062244,5.00540755496162e-06,0.000350608459229697,3.8986826180982,"No"
"GPD1",0.293082687328427,7.52059589154344,4.88871973423302,5.02502485701168e-06,0.000350743196269516,3.89501429294602,"No"
"PNMA3",-0.25186472182148,8.69508769200014,-4.88357414279228,5.12745300496856e-06,0.000356636845324532,3.87609104963022,"No"
"LMCD1",0.204375612087236,7.90537746096333,4.8738647257976,5.32630236261248e-06,0.000369172348720514,3.84041279288008,"No"
"SERTAD4BP",0.48980320790006,8.42650898344777,4.86348887057327,5.54710931302619e-06,0.000383137100739088,3.8023273114838,"No"
"SOX11",0.134442448909097,7.47348390450338,4.85828806742206,5.66111896152337e-06,0.000389239364787135,3.78325356070583,"No"
"C1QTNF3",0.365621123208236,7.42095946272909,4.85767399602954,5.67473018329627e-06,0.000389239364787135,3.7810021946247,"No"
"CD99L2",-0.200313139087507,9.91178648813891,-4.84876305730671,5.87587262814608e-06,0.000401646286578413,3.74834916880625,"No"
"TEC",-0.257711829303187,6.87510380930825,-4.83952184728854,6.09180590468766e-06,0.000414975492950596,3.71451976643154,"No"
"SNTG1",-0.330049941026347,9.60042097964969,-4.83163151227462,6.28227790085372e-06,0.000426484913796655,3.6856629030819,"No"
"DRD5",0.264634427883083,8.19285108515509,4.82483431004739,6.45100422274817e-06,0.000435573811050231,3.66082417004422,"No"
"CNIH2",0.32746920875965,10.606754980601,4.82447254454861,6.46010696911506e-06,0.000435573811050231,3.65950271252037,"No"
"CHD3",0.177831851410806,9.56807722222469,4.82243163288197,6.51169531146162e-06,0.000437563851386792,3.65204866661625,"No"
"RASGEF1B",0.304668671309555,8.29998688281143,4.82118361240862,6.54343917269818e-06,0.000438211468649987,3.64749134332485,"No"
"TESPA1",-1.06252590739852,10.0761208866953,-4.81736505285234,6.64150477377762e-06,0.00044328131020402,3.63355128019022,"Downregulated"
"KLHL24",-0.176355417423757,10.5801544029012,-4.81595460630952,6.6780877435135e-06,0.000444227293086134,3.62840379902882,"No"
"PREP",-0.308391658944151,8.41433946723877,-4.81403318348445,6.72823997734565e-06,0.000446066558765628,3.62139279781436,"No"
"CFAP57",0.255147744073225,6.99305409086638,4.81300824777914,6.75514230591255e-06,0.000446357286433681,3.61765356930639,"No"
"MTCL1",-0.281721244690337,8.64862194711766,-4.80779674824682,6.89356184997586e-06,0.00045399028754841,3.59864733407871,"No"
"DUSP22",0.14802827292624,8.97002975914442,4.8001875547698,7.10063862056954e-06,0.000466079335680629,3.57091675959106,"No"
"KCNH5",-0.544129767201299,8.05240004042765,-4.7960171330216,7.21668970697231e-06,0.000472133465548885,3.55572837168535,"No"
"CNOT11",-0.129795650571586,9.19565140691345,-4.78918223006189,7.41089135030292e-06,0.000483243747490312,3.53085161902219,"No"
"SET",0.167054802525767,10.7663494838011,4.78556817218888,7.51562556333261e-06,0.000488466378826041,3.51770545290663,"No"
"ATL2",-0.232984346357483,8.46298734862671,-4.78260936940637,7.6024423659065e-06,0.000492494166729949,3.50694680197622,"No"
"KIF24",-0.153397779400794,6.33070383919666,-4.78016174125444,7.67499761946457e-06,0.00049302497451982,3.49804959659569,"No"
"TTLL11",-0.186830787739369,8.93674191605542,-4.7798718131424,7.68363651237646e-06,0.00049302497451982,3.49699586311235,"No"
"SLC4A3",0.16815999750834,9.7095654514722,4.77981768760207,7.68525032167807e-06,0.00049302497451982,3.49679914960463,"No"
"BEND7",0.206244331425304,7.2478006141254,4.77885402400411,7.71403825663065e-06,0.000493275420519966,3.49329702013717,"No"
"TAF4B",-0.301895426711897,7.63236870350141,-4.77731442182868,7.76024943748966e-06,0.000494634805785715,3.4877026233357,"No"
"TSHZ3",-0.351573809425281,8.9957205927188,-4.77591615397819,7.80245192195003e-06,0.000495730783489793,3.48262263960167,"No"
"CD36",0.454012770063927,5.37438414278978,4.7729271165135,7.89341764639865e-06,0.000498354451843259,3.47176602336376,"No"
"AHCY",0.147834119324971,8.92431330762456,4.77290720600184,7.89402703318283e-06,0.000498354451843259,3.47169371794274,"No"
"SYT2",-0.430317558037997,7.01128676531229,-4.77143300962117,7.93927416378332e-06,0.000499619783329132,3.46634060179372,"No"
"TERF2",-0.150369878193477,9.6213725458648,-4.7679936106336,8.04582258639288e-06,0.000504722598512867,3.4538549350844,"No"
"C8orf34",0.33822195286534,7.68393462918572,4.76650345538245,8.09241678459165e-06,0.000506044094387887,3.44844691842434,"No"
"TIAM2",-0.285236412752401,8.00296748783987,-4.76070938147004,8.27609481185989e-06,0.000515902602061316,3.42742806808186,"No"
"CPNE9",-0.555771790915139,8.16322927288683,-4.75844203845923,8.34907110452305e-06,0.000518820177131537,3.41920676083753,"No"
"BICRAL",-0.180618642462413,8.97113279018676,-4.75281033860212,8.53305219644693e-06,0.000528595917781774,3.39879570317852,"No"
"GNAI1",0.269115370254449,9.5604310748302,4.74799650911496,8.69343710502145e-06,0.000536853594183303,3.38135938422795,"No"
"TXK",-0.256541307709665,6.25584571143764,-4.74298819603311,8.86341458649978e-06,0.00054565051971486,3.36322893005443,"No"
"MFSD12",0.153291817674086,8.74413293130182,4.73572014531149,9.11585004650096e-06,0.000559453546352287,3.33693680186969,"No"
"MOB1B",0.287588031877819,8.94399632149831,4.72988217240349,9.32366887306022e-06,0.000570441629847756,3.3158340760511,"No"
"PRKCD",0.320300783329248,8.66043002932721,4.72818935399492,9.38478658712608e-06,0.000572414229281847,3.30971767404125,"No"
"FAM89A",0.203044783972379,7.82558797919599,4.72387524201685,9.54231137519354e-06,0.000580236927578103,3.29413562504872,"No"
"PKNOX2",-0.347048737488166,9.37073516527359,-4.72062562803287,9.66266266251241e-06,0.000585758293452549,3.28240360992045,"No"
"GSTM4",-0.262304907803296,9.79297335574789,-4.7192134606637,9.71542212683515e-06,0.000587161014695894,3.2773066841291,"No"
"RBMS1",-0.2701996430088,8.60485413110999,-4.71172100946607,1.00000660552097e-05,0.000602526776329548,3.25027837354238,"No"
"ADCY8",0.269892049536299,8.1499222467404,4.70915219842822,1.00995116441416e-05,0.000606674604005509,3.24101711585712,"No"
"TGFA",0.254995285971831,7.44121235833308,4.70780234745922,1.01521528165971e-05,0.000607994336203641,3.23615166276431,"No"
"TOX3",0.342969214717009,8.4470831589394,4.7010350818437,1.04201091341094e-05,0.000622162118570632,3.21177116894984,"No"
"DPY19L1",-0.23577957809932,9.96476085988715,-4.69403077412733,1.07046911011132e-05,0.000634222266586083,3.18655724757939,"No"
"TDRD1",-0.22621080865969,5.36463292082695,-4.69377477225375,1.07152342212337e-05,0.000634222266586083,3.18563609577365,"No"
"SOWAHA",0.288245800984834,9.66336223170132,4.69370576430723,1.07180779552206e-05,0.000634222266586083,3.18538779459402,"No"
"NKAIN2",0.321814490302923,10.7747068923737,4.69188068938145,1.07935539831226e-05,0.000636787561331667,3.1788216341188,"No"
"RHCG",-0.206445192623066,7.74276481543174,-4.68744822330159,1.09790166476686e-05,0.000645807261147581,3.16288067122253,"No"
"OXNAD1",-0.16202172995097,8.42213511649736,-4.67501653694854,1.15158649764952e-05,0.000675381631446938,3.11821619932906,"No"
"ITSN1",-0.150334610647146,10.0848161380666,-4.67378806714696,1.15702798156402e-05,0.00067657125895409,3.1138061687995,"No"
"NSUN4",-0.155157967716576,8.49569331070108,-4.66998249234384,1.17404380408209e-05,0.000684502068479977,3.10014882686341,"No"
"RYK",-0.1386840764561,9.84538016583089,-4.66756827072198,1.18496431282997e-05,0.000688843037338078,3.0914879719663,"No"
"SNORD115-40",-0.379376359604538,6.95598326776349,-4.66631019713748,1.19069415552452e-05,0.000690150007162648,3.08697571591981,"No"
"SNORD115-24",-0.35767179231749,8.71778566708929,-4.66442235675396,1.19934279568659e-05,0.000693136216877415,3.08020599589481,"No"
"LINC01561",0.15730719724141,6.90130745812928,4.6612357757091,1.21407995880191e-05,0.0006996135762596,3.06878253787189,"No"
"PP12613",-0.237987448426157,6.28970646402431,-4.65682204118001,1.23478342063197e-05,0.000709481499918481,3.0529671589276,"No"
"SNORD115-31",-0.403876822681764,7.63087999165434,-4.65586819190124,1.23930250523648e-05,0.000710020045124355,3.04955041643152,"No"
"MPP1",-0.248698224970287,10.3158938594994,-4.65247017782143,1.25553236934788e-05,0.000714344966288047,3.03738174186529,"No"
"CLN6",-0.170920132843831,8.55049494538109,-4.65228569123394,1.25641941456433e-05,0.000714344966288047,3.03672121777956,"No"
"VANGL2",0.232419321454941,7.67579357821899,4.65128962016703,1.26121923578795e-05,0.000714344966288047,3.03315520324618,"No"
"MARF1",-0.249674415966194,10.7850241479548,-4.65127995558958,1.26126589416746e-05,0.000714344966288047,3.03312060539123,"No"
"HIVEP1",-0.220245470476694,9.57492438652684,-4.64956898736904,1.26955254395535e-05,0.000716989745835522,3.02699621419666,"No"
"CHD7",0.266332956640339,8.14289570632072,4.64605646315388,1.28673068373985e-05,0.000724626771129973,3.01442715989247,"No"
"PRMT2",0.151214243102014,8.68898410761754,4.64448681217361,1.29447993215779e-05,0.000725828795733273,3.00881212781891,"No"
"SPTSSB",-0.442265093527448,8.08588078270511,-4.64414201486776,1.29618823432164e-05,0.000725828795733273,3.00757884568698,"No"
"IWS1",0.168453801450687,8.22311752052222,4.64216825177729,1.30600950154615e-05,0.000729268347863363,3.00052002226461,"No"
"ERF",0.173027144909421,8.21682132968686,4.64095505463827,1.31208209631042e-05,0.00073060121896521,2.99618207378968,"No"
"POLE4",0.169323532809711,8.77705440832177,4.63975641330478,1.31810876776684e-05,0.000731360594042837,2.99189680139417,"No"
